Var 1,Var 2,Paired,Additive,Difference
0.0397484700645663,0.014252882805447,0.0516433424121731,0.0540013528700133,-0.00235801045784011
0.0397484700645663,0.0185863628620977,0.0672926889001517,0.058334832926664,0.00895785597348767
0.0397484700645663,0.028732440897798,0.0688846187290387,0.0684809109623644,0.000403707766674352
0.0397484700645663,0.0202610697856502,0.0733676665020853,0.0600095398502165,0.0133581266518688
0.0397484700645663,0.0085052522227951,0.0567305702762329,0.0482537222873614,0.00847684798887152
0.0397484700645663,0.0144049517715873,0.0547947887766095,0.0541534218361536,0.000641366940455974
0.0397484700645663,0.0052542264987562,0.0404574983195525,0.0450026965633225,-0.00454519824376996
0.0397484700645663,0.0085228931512527,0.0472195099721104,0.048271363215819,-0.00105185324370864
0.0397484700645663,0.007398591376982,0.0598120993159751,0.0471470614415483,0.0126650378744268
0.0397484700645663,0.0046166251495437,0.0463425590639675,0.04436509521411,0.00197746384985752
0.0397484700645663,-0.000212553624826781,0.0578798629300524,0.0395359164397395,0.0183439464903129
0.0397484700645663,0.000789568852758061,0.0420195784453034,0.0405380389173244,0.00148153952797903
0.0397484700645663,0.00905018121922275,0.0414942325655597,0.0487986512837891,-0.00730441871822931
0.0397484700645663,0,0.0367041189141366,0.0397484700645663,-0.00304435115042971
0.0397484700645663,0,0.0328688634063894,0.0397484700645663,-0.00687960665817687
0.0397484700645663,0.000199963077658426,0.0414212555540491,0.0399484331422247,0.00147282241182437
0.0397484700645663,0,0.0371656520085089,0.0397484700645663,-0.00258281805605741
0.0397484700645663,0,0.0384653037181675,0.0397484700645663,-0.00128316634639879
0.0397484700645663,-0.000711382499170873,0.039845745851561,0.0390370875653954,0.000808658286165595
0.0128991524996127,0.0154145806731008,0.0319753487904897,0.0283137331727135,0.00366161561777618
0.0128991524996127,0.0285567349355535,0.0376799226743035,0.0414558874351662,-0.00377596476086268
0.0128991524996127,0.0179999359958876,0.0381836806622768,0.0308990884955003,0.00728459216677643
0.0128991524996127,0.0137628189851054,0.0256851546773262,0.0266619714847181,-0.000976816807391877
0.0128991524996127,0.00930381932935418,0.0360085151149647,0.0222029718289669,0.0138055432859978
0.0128991524996127,0.00660507631664628,0.0256571525056429,0.019504228816259,0.00615292368938393
0.0128991524996127,0.00866124559933694,0.0222783708178347,0.0215603980989496,0.000717972718885105
0.0128991524996127,0.0137753526808023,0.0283802880777827,0.026674505180415,0.00170578289736767
0.0128991524996127,0.00640020912275163,0.019500315042526,0.0192993616223643,0.000200953420161708
0.0128991524996127,0.00115349400854266,0.00810441836417117,0.0140526465081554,-0.00594822814398419
0.0128991524996127,-0.0026208694909094,0.0131744023634065,0.0102782830087033,0.00289611935470322
0.0128991524996127,0.00753564014636444,0.0184422494070825,0.0204347926459771,-0.00199254323889463
0.0128991524996127,0,0.0118318280849317,0.0128991524996127,-0.00106732441468104
0.0128991524996127,0,0.0131820116372754,0.0128991524996127,0.00028285913766268
0.0128991524996127,-0.000347323551267131,0.0124262531076802,0.0125518289483456,-0.000125575840665368
0.0128991524996127,0,0.0141997112902395,0.0128991524996127,0.00130055879062681
0.0128991524996127,0,0.012260589001472,0.0128991524996127,-0.000638563498140739
0.0128991524996127,0.000492900198856177,0.0135155145931155,0.0133920526984689,0.000123461894646583
0.0170659590869329,0.0259583334542467,0.0491741522055207,0.0430242925411796,0.0061498596643411
0.0170659590869329,0.0281107521259091,0.0442856510961854,0.045176711212842,-0.0008910601166566
0.0170659590869329,0.00969699778557611,0.0358839543576528,0.026762956872509,0.00912099748514383
0.0170659590869329,0.0153146316464148,0.0347205973652487,0.0323805907333477,0.00234000663190104
0.0170659590869329,0.00852431204382025,0.0181534521133925,0.0255902711307532,-0.00743681901736069
0.0170659590869329,0.0104749717850688,0.0251946803450078,0.0275409308720017,-0.00234625052699385
0.0170659590869329,0.0109041122228503,0.0309925767643035,0.0279700713097832,0.00302250545452037
0.0170659590869329,0.00281967005467094,0.0244419354929798,0.0198856291416038,0.00455630635137592
0.0170659590869329,0.00326153656482179,0.0174469250463263,0.0203274956517547,-0.00288057060542837
0.0170659590869329,0.000272860250772656,0.0144774976645352,0.0173388193377056,-0.00286132167317032
0.0170659590869329,0.0110606125454639,0.0189872733534158,0.0281265716323968,-0.00913929827898101
0.0170659590869329,0,0.0147279362753114,0.0170659590869329,-0.00233802281162154
0.0170659590869329,0,0.0199061065070984,0.0170659590869329,0.00284014742016548
0.0170659590869329,0.000627045326594112,0.0200343930969101,0.017693004413527,0.00234138868338309
